id,category,volume_cm3,weight_grams,price_hellers,profit_hellers
1549,Laptops,6805,2315,1748404,89443
1550,Laptops,6607,1562,2197865,125424
1551,Laptops,10947,3953,3745451,220837
1552,Laptops,4563,1663,2674313,144184
1553,Laptops,5481,2124,1205016,73507
1554,Laptops,7307,1599,2961088,185292
1555,Laptops,7067,1205,1920993,98818
1556,Laptops,6623,2043,2203514,104421
1557,Laptops,4907,1390,2098607,77258
1558,Laptops,8139,1749,4846766,266853
1559,Laptops,10859,2446,2079744,100165
1560,Laptops,5134,1961,3807461,204161
1561,Laptops,7132,3074,2273439,95508
1562,Laptops,4641,1035,3032022,148859
1563,Laptops,12766,2725,1873604,86964
1564,Laptops,8529,1609,1686625,81920
1565,Laptops,3926,992,2150847,104433
1566,Laptops,2985,1077,1981272,101875
1567,Laptops,4189,734,2498608,115812
1568,Laptops,6200,1768,1646660,77212
1569,Laptops,4499,1338,1700031,104007
1570,Laptops,6205,2266,2701992,159553
1571,Laptops,5318,2267,4263567,189998
1572,Laptops,5979,1656,1421383,79555
1573,Laptops,9765,3026,3871566,227668
1574,Laptops,6014,2546,2843715,113013
1575,Laptops,11598,2430,3293681,199202
1576,Laptops,3170,1051,2613131,124540
1577,Laptops,13319,3077,2692179,119520
1578,Laptops,6992,1972,3052651,155132
1579,Laptops,3818,1652,3208637,140543
1580,Laptops,6394,1876,1953651,92849
1581,Laptops,15633,3253,3668897,175220
1582,Laptops,7243,2184,3029609,200048
1583,Laptops,5267,1515,1881610,107128
1584,Laptops,7933,1511,2713285,117690
1585,Laptops,6591,2200,1559517,83937
1586,Laptops,5550,1839,1977440,101294
1587,Laptops,3362,1086,2234566,111928
1588,Laptops,5449,1414,3444585,195093
1589,Laptops,4448,1801,1142043,55858
1590,Laptops,4831,1168,1667273,60279
1591,Laptops,6100,1667,2005347,85880
1592,Laptops,5141,1983,3636949,177930
1593,Laptops,3725,1366,2699279,117618
1594,Laptops,7016,1256,1770686,95755
1595,Laptops,5357,1672,1894036,83367
1596,Laptops,4545,3003,1581224,109712
1597,Laptops,6225,2735,2734980,124662
1598,Laptops,10459,3913,2649589,142459
1599,Laptops,6787,1750,1442726,57917
1600,Laptops,8814,2641,1518721,52224
1601,Laptops,16942,2775,1821073,81647
1602,Laptops,10897,2624,2045253,108167
1603,Laptops,7381,1939,3404486,200607
1604,Laptops,4964,1135,1827004,92389
1605,Laptops,6010,2097,3000698,158540
1606,Laptops,8393,1669,1608749,93563
1607,Laptops,12458,2407,2484235,122309
1608,Laptops,10181,1541,3638121,232516
1609,Laptops,2438,931,2563796,136781
1610,Laptops,4795,1269,1923097,79468
1611,Laptops,4644,1404,1151722,65728
1612,Laptops,7394,2125,2117181,123659
1613,Laptops,5759,2222,2265595,76406
1614,Laptops,7089,1995,1549076,75831
1615,Laptops,6374,1659,1296342,60299
1616,Laptops,8435,3408,2017690,105610
1617,Laptops,7682,1717,2194470,108515
1618,Laptops,3689,1023,2181988,109778
1619,Laptops,6597,1903,3027315,179788
1620,Laptops,3965,996,2755816,105970
1621,Laptops,3936,2370,1184489,77024
1622,Laptops,3814,2023,1177410,48200
1623,Laptops,6996,2473,940088,48040
1624,Laptops,7732,2615,2964106,124326
1625,Laptops,5440,2020,1976907,103077
1626,Laptops,6166,1587,1743301,92315
1627,Laptops,3169,1687,2539295,145872
1628,Laptops,7942,1357,1389889,61066
1629,Laptops,5666,1603,2846510,175256
1630,Laptops,6466,3553,6668444,496230
1631,Laptops,6464,2283,2393585,115383
1632,Laptops,5977,1197,3818628,210100
1633,Laptops,3529,793,1322726,79706
1634,Laptops,5922,3074,1590627,100121
1635,Laptops,7125,1806,2299278,124423
1636,Laptops,6161,1764,1357298,68982
1637,Laptops,5715,1474,1637535,75928
1638,Laptops,3978,2106,1157637,60052
1639,Laptops,3172,931,1342249,69901
1640,Laptops,4682,2095,3102556,149376
1641,Laptops,3858,1233,1227730,58032
1642,Laptops,5419,1906,1119328,52907
1643,Laptops,4663,2458,2563084,117415
1644,Laptops,3450,1881,3041721,149626
1645,Laptops,5039,1125,2626602,181418
1646,Laptops,7121,2462,1993098,103512
1647,Laptops,3848,1006,2999558,125289
1648,Laptops,3103,1287,931538,47850
1649,Laptops,7944,2203,2592324,147534
1650,Laptops,3700,1431,1680851,71483
1651,Laptops,17532,3856,2670055,149569
1652,Laptops,6969,2423,2279867,126361
1653,Laptops,6867,3383,3521281,207299
1654,Laptops,9958,2382,2109889,153821
1655,Laptops,5014,1826,1228722,56332
1656,Laptops,2600,1025,2626680,92858
1657,Laptops,7644,1911,1521993,48819
1658,Laptops,3140,1268,1537971,63112
1659,Laptops,5976,2857,1335812,63329
1660,Laptops,5884,2756,3597065,214421
1661,Laptops,4937,1282,3473417,156598
1662,Laptops,8351,1902,1936792,119005
1663,Laptops,6149,3144,2789869,146771
1664,Laptops,6224,1461,1041698,57400
1665,Laptops,6822,1422,1839259,115855
1666,Laptops,3931,1898,1951568,111074
1667,Laptops,7232,1976,2254498,79652
1668,Laptops,10503,2002,4094904,199252
1669,Laptops,6571,2065,1453026,79216
1670,Laptops,4465,972,2316393,126370
1671,Laptops,3281,721,1603143,50544
1672,Laptops,5454,2890,2045336,112114
1673,Laptops,5120,1681,2619721,157080
1674,Laptops,6835,2191,1720359,84540
1675,Laptops,6847,2115,2388693,131600
1676,Laptops,7582,2077,3240829,112021
1677,Laptops,7964,2226,1976208,80458
1678,Laptops,7481,2526,2127082,114489
1679,Laptops,4165,1309,1650856,82406
1680,Laptops,3643,902,1504308,63121
1681,Laptops,5467,1426,1817431,98408
1682,Laptops,8762,2611,2389221,154893
1683,Laptops,5547,1698,3304677,149321
1684,Laptops,7002,1703,1652468,63023
1685,Laptops,12598,2664,2088146,107439
1686,Laptops,5956,1293,2147223,95013
1687,Laptops,7205,2692,2897758,160288
1688,Laptops,6955,1863,1120089,60496
1689,Laptops,9715,2168,1760456,91290
1690,Laptops,5049,1835,5588283,323367
1691,Laptops,5735,1476,2359586,137717
1692,Laptops,4949,2082,1196611,55018
1693,Laptops,11567,5396,4207031,298992
1694,Laptops,6446,1851,2705590,120060
1695,Laptops,10263,2165,1611049,74056
1696,Laptops,5080,1825,3217480,131637
1697,Laptops,8201,2204,1197505,59446
1698,Laptops,3637,1120,1831325,81916
1699,Laptops,8825,2375,1355186,67641
1700,Laptops,7984,1807,1393668,73139
1701,Laptops,6568,1945,2771959,98338
1702,Laptops,14264,3702,4677248,223282
1703,Laptops,3655,1116,2268923,87600
1704,Laptops,4520,1241,1801141,126126
1705,Laptops,6542,3422,1987151,98856
1706,Laptops,2627,1043,998957,46916
1707,Laptops,7138,1851,1577190,65087
1708,Laptops,4877,1990,2129153,105502
1709,Laptops,6638,1702,1789020,116560
1710,Laptops,4213,1162,2393853,64884
1711,Laptops,5660,1909,4218583,182669
1712,Laptops,5251,1222,2532309,119053
1713,Laptops,5608,1513,3427819,130464
1714,Laptops,6835,3312,3428322,152803
1715,Laptops,5718,1928,3136298,188920
1716,Laptops,3239,1617,2518106,118013
1717,Laptops,10158,3291,2828061,106356
1718,Laptops,9703,2627,2631706,127942
1719,Laptops,3684,1918,2235607,89131
1720,Laptops,7793,3525,4069258,209554
1721,Laptops,6573,2274,2177387,145211
1722,Laptops,19331,7860,2289346,126214
1723,Laptops,3790,1151,2888707,137925
1724,Laptops,5279,1322,3179004,180522
1725,Laptops,7198,2049,1718247,82503
1726,Laptops,6185,1138,2467654,158120
1727,Laptops,8177,1810,2623964,189770
1728,Laptops,4008,1525,1000182,54649
1729,Laptops,7672,2724,1730168,108188
1730,Laptops,4983,2022,1398829,54816
1731,Laptops,5454,1589,1730876,81372
1732,Laptops,12962,3065,3833414,183410
1733,Laptops,5973,1445,1825787,136283
1734,Laptops,4678,1979,3823286,149693
1735,Laptops,8072,2049,1974039,108988
1736,Laptops,7944,2599,2960344,207570
1737,Laptops,7197,1618,2499553,140031
1738,Laptops,7306,1722,1495457,56998
1739,Laptops,6549,1714,2270948,133606
1740,Laptops,7332,1209,1511376,67788
1741,Laptops,8834,3111,1596710,62071
1742,Laptops,6708,3109,1922311,119591
1743,Laptops,12758,2717,2687761,169615
1744,Laptops,5967,2547,2826624,162211
1745,Laptops,4330,1693,1788856,69857
1746,Laptops,7321,2096,1720160,77739
1747,Laptops,6917,1314,2821175,86338
1748,Laptops,7292,3288,3647644,173675
1749,Laptops,8245,2244,2005636,89654
1750,Laptops,4701,1243,1635880,67875
1751,Laptops,3737,1137,1370422,56333
1752,Laptops,3734,1018,2010825,66529
1753,Laptops,3952,1493,1572970,66135
1754,Laptops,7517,2361,2733115,100451
1755,Laptops,6934,2195,1464859,94846
1756,Laptops,5995,1674,2139398,126157
1757,Laptops,5798,1990,2234955,149556
1758,Laptops,2794,1231,2032079,94338
1759,Laptops,4026,1073,2884209,142641
1760,Laptops,4162,981,2873044,156820
1761,Laptops,6314,1745,1790012,78533
1762,Laptops,7247,2168,1810876,116793
1763,Laptops,5458,1751,3751557,173875
1764,Laptops,8941,2344,1947433,87579
1765,Laptops,5033,2012,4842963,277382
1766,Laptops,4427,1395,3218736,144408
1767,Laptops,5466,1696,1954944,92583
1768,Laptops,11788,3211,2232589,116388
1769,Laptops,11742,2907,2977213,122882
1770,Laptops,11361,2608,2082109,110257
1771,Laptops,7258,1891,2484017,136702
1772,Laptops,10073,3538,2718422,153312
1773,Laptops,9754,1850,1387685,60336
1774,Laptops,4012,1478,1536721,92203
1775,Laptops,4697,2440,1298758,65584
1776,Laptops,8924,1956,1355707,62890
1777,Laptops,4429,1617,1703645,106531
1778,Laptops,2945,727,1927518,83395
1779,Laptops,5699,1683,2091678,67213
1780,Laptops,3610,994,1016027,61785
1781,Laptops,4376,1410,2263988,111846
1782,Laptops,8127,1898,4202144,218467
1783,Laptops,8111,2361,2600349,116731
1784,Laptops,5034,1192,3716277,144191
1785,Laptops,2344,985,2485210,131201
1786,Laptops,4645,2322,1455458,56291
1787,Laptops,5360,1863,1789249,91384
1788,Laptops,10599,2551,1560474,63257
1789,Laptops,4272,1693,2889078,167710
1790,Laptops,4972,1226,2353213,147126
1791,Laptops,4828,1081,1792884,89821
1792,Laptops,4480,2152,2356964,120423
1793,Laptops,5740,2095,1410015,77454
1794,Laptops,1809,1220,3063347,168959
1795,Laptops,6022,1644,1823859,77552
1796,Laptops,7079,2591,2025780,102836
1797,Laptops,5835,1263,1669361,83415
1798,Laptops,4247,1475,1345406,77990
1799,Laptops,6339,1668,2333346,106645
1800,Laptops,3486,1180,3080367,199619
1801,Laptops,6116,1520,2970700,159027
1802,Laptops,9812,2557,2752649,129310
1803,Laptops,4098,822,2087856,121499
1804,Laptops,13061,3717,1947693,83110
1805,Laptops,6235,1456,3796439,149113
1806,Laptops,7251,2061,2051275,119354
1807,Laptops,5989,2139,1987249,151232
1808,Laptops,3312,911,1636481,122332
1809,Laptops,5943,1377,1062009,37868
1810,Laptops,3596,1204,1979342,81500
1811,Laptops,3942,1089,2289896,129045
1812,Laptops,5267,1208,4839724,220351
1813,Laptops,5455,2508,2572674,142488
1814,Laptops,3779,947,2908849,167659
1815,Laptops,4268,1788,2676551,122897
1816,Laptops,3037,928,1223714,54581
1817,Laptops,8611,1676,3055413,182555
1818,Laptops,7848,1961,2169982,111858
1819,Laptops,12815,3490,2269697,117717
1820,Laptops,6358,1751,4077876,181418
1821,Laptops,13095,3124,2137823,110785
1822,Laptops,6337,1517,2105750,123253
1823,Laptops,5168,1744,4118482,165396
1824,Laptops,4818,1648,2034944,103120
1825,Laptops,3157,1328,1612348,102109
1826,Laptops,4061,1031,1902064,70895
1827,Laptops,2374,925,1483565,71482
1828,Laptops,3870,1184,3046050,182213
1829,Laptops,5208,1236,1953094,102463
1830,Laptops,7859,2197,2344055,122218
1831,Laptops,5397,2111,3324694,201529
1832,Laptops,3099,1277,1490040,59883
1833,Laptops,5691,1432,1705483,67820
1834,Laptops,5374,1668,2506124,117590
1835,Laptops,6967,3236,2817075,153794
1836,Laptops,5381,1665,2651732,126227
1837,Laptops,3793,1757,2322991,96228
1838,Laptops,6387,2719,2779461,204434
1839,Laptops,4313,2016,1471586,56536
1840,Laptops,5935,1958,1682879,76553
1841,Laptops,9228,1829,3254066,126467
1842,Laptops,5241,2026,1820883,132895
1843,Laptops,4076,1823,1145235,55386
1844,Laptops,4682,1682,2199537,118772
1845,Laptops,4624,2108,2421246,106314
1846,Laptops,6914,1402,1611567,93056
1847,Laptops,7571,1304,1597085,73521
1848,Laptops,3828,1509,1563921,84183
1849,Laptops,6254,1208,1867373,83381
1850,Laptops,4156,1696,1537247,94584
1851,Laptops,10186,3422,4233360,247625
1852,Laptops,5514,1379,1666713,62408
1853,Laptops,4993,2300,2256824,104066
1854,Laptops,9067,2258,2360988,125069
1855,Laptops,9183,3086,1118959,60049
1856,Laptops,9640,2812,2258503,116988
1857,Laptops,5612,2515,1181753,61122
1858,Laptops,3387,907,2009070,121038
1859,Laptops,2660,1432,1971499,98012
1860,GamingConsoles,4366,2896,1509900,45763
1861,GamingConsoles,5056,3528,1174076,35153
1862,GamingConsoles,7300,5512,1464526,49781
1863,GamingConsoles,7629,2630,1017728,22309
1864,GamingConsoles,6854,1980,877191,22663
1865,GamingConsoles,10252,4599,1529174,46374
1866,GamingConsoles,5063,3533,953575,25771
1867,GamingConsoles,4402,2077,1256790,39488
1868,GamingConsoles,3645,2000,874821,24059
1869,GamingConsoles,4823,2191,1199550,36508
1870,GamingConsoles,4762,3125,625369,24122
1871,GamingConsoles,2658,2898,859209,21353
1872,Cameras,3051,1957,3332827,322055
1873,Cameras,867,537,690549,49864
1874,Cameras,3943,1761,766832,56426
1875,Cameras,3569,1855,826574,72887
1876,Cameras,1832,963,1969948,167792
1877,Cameras,3539,688,1129835,97503
1878,Cameras,1320,701,866368,69487
1879,Cameras,4524,1380,1559429,164037
1880,Cameras,1755,555,2708620,234312
1881,Cameras,2252,1065,2197186,275530
1882,Cameras,1552,549,891496,88875
1883,Cameras,5396,1191,1372271,129167
1884,Cameras,2527,661,1467981,122179
1885,Cameras,1095,1016,2503865,220636
1886,Cameras,4450,2475,2685275,258911
1887,Cameras,2012,1252,1366258,114976
1888,Cameras,1603,743,1696604,202296
1889,Cameras,2146,585,2156841,200733
1890,Cameras,2997,881,928582,93519
1891,Cameras,1447,1005,862106,92106
1892,Cameras,2676,1158,1851821,128460
1893,Cameras,4858,1820,623063,66958
1894,Cameras,1059,472,1765691,211576
1895,Cameras,6029,1729,1839442,200667
1896,Cameras,1904,994,1046958,78457
1897,Cameras,3505,2509,6107214,649380
1898,Cameras,2444,755,1817500,118262
1899,Cameras,2457,772,1035955,87770
1900,Cameras,2688,713,3829300,336681
1901,Cameras,2519,1215,792894,80401
1902,Cameras,2665,1271,2224860,193788
1903,Cameras,1821,549,1008475,95021
1904,Cameras,3265,828,2575284,203610
1905,Cameras,1008,514,1853949,209849
1906,Cameras,1889,390,1297005,120362
1907,Cameras,2342,885,1786143,185678
1908,Cameras,3632,1123,1150200,73202
1909,Cameras,1670,749,2593848,277212
1910,Cameras,8966,2110,2777294,212182
1911,Cameras,4834,1687,2011197,149776
1912,Cameras,1544,619,2394334,262035
1913,Cameras,2478,1407,997245,69864
1914,Cameras,3474,1349,1897514,161006
1915,Cameras,5785,2313,1513369,117048
1916,Cameras,4182,1583,1995310,183989
1917,Cameras,2876,714,2075432,163339
1918,Cameras,3599,2370,1466201,117434
1919,Cameras,3906,869,3894310,339286
1920,Cameras,1426,888,596016,59743
1921,Cameras,970,258,699679,58445
1922,Cameras,9024,2091,1191239,86424
1923,Cameras,3321,1523,1873110,182226
1924,Cameras,2796,1377,1156479,129776
1925,Cameras,1195,803,1672884,161107
1926,Cameras,969,341,2413627,403340
1927,Cameras,1122,424,1592185,146217
1928,Cameras,2943,1113,1403947,128282
1929,Cameras,2640,561,992289,82251
1930,Cameras,2333,1092,3301136,319329
1931,Cameras,2088,831,3441396,254831
1932,Cameras,1106,673,1886943,173263
1933,Cameras,2270,802,1565047,144437
1934,Cameras,1999,877,2746545,185706
1935,Cameras,2560,905,4363827,553188
1936,Cameras,3523,1292,2395521,216500
1937,Cameras,8288,2100,2052006,191393
1938,Cameras,3118,673,1609722,145266
1939,Cameras,2878,1555,2060521,170154
1940,Cameras,1135,496,2319554,236697
1941,Cameras,2319,1308,2187354,148333
1942,Cameras,3951,941,2718907,175307
1943,Cameras,2852,715,1776483,180456
1944,Cameras,2036,578,2472676,295243
1945,Cameras,2055,530,1954694,141472
1946,Cameras,1456,917,2649935,212791
1947,Cameras,2227,829,1201825,116262
1948,Cameras,1425,537,858298,87361
1949,Cameras,1709,790,852287,89771
1950,Cameras,2739,1100,1289158,102746
1951,Cameras,4710,1100,1858320,171821
1952,Cameras,3208,1082,883949,85182
1953,Cameras,3231,999,1485329,171320
1954,Cameras,1748,591,920636,101575
1955,Cameras,1094,729,1443188,92455
1956,Cameras,814,495,902398,78156
1957,Cameras,4546,906,1668856,173579
1958,Cameras,3258,1366,2431445,294937
1959,Cameras,4262,2707,942988,72087
1960,Cameras,949,976,956783,77933
1961,Cameras,4292,1087,613229,64658
1962,Watches,190,102,577010,113633
1963,Watches,154,78,505790,105344
1964,Watches,389,230,543808,156387
1965,Watches,343,220,189238,70822
1966,Watches,579,269,707784,177372
1967,Watches,278,120,221084,48524
1968,Watches,239,349,384175,71003
1969,Watches,199,78,365356,63669
1970,Watches,179,109,190216,51002
1971,Watches,197,182,231467,40368
1972,Watches,409,62,303058,66518
1973,Watches,189,112,224755,45691
1974,Watches,316,121,287677,68072
1975,Watches,352,119,171661,32585
1976,Watches,268,148,302194,66107
1977,Watches,293,72,105200,25937
1978,Watches,547,218,177390,45931
1979,Watches,129,29,114879,24196
1980,Watches,511,192,389873,78257
1981,Watches,142,84,264698,61397
1982,Watches,203,121,271027,55956
1983,Watches,390,235,361934,75354
1984,Watches,341,127,208146,55147
1985,Watches,302,118,255218,63106
1986,Watches,373,143,391146,76715
1987,Watches,349,105,465844,109479
1988,Watches,319,194,161985,28433
1989,Watches,596,294,406579,87731
1990,Watches,200,126,302977,60297
1991,Watches,142,102,94363,21589
1992,Watches,171,194,289857,99111
1993,Watches,486,217,324091,72751
1994,Watches,230,74,172877,31640
1995,Watches,283,192,401046,64260
1996,Watches,546,220,291589,70251
1997,Watches,389,210,286542,61777
1998,Watches,379,300,313142,83201
1999,Watches,376,184,517733,127387
2000,Watches,279,161,224088,42066
2001,Watches,368,210,326371,68025
2002,Watches,156,76,279355,65358
2003,Watches,154,56,236553,64465
2004,Watches,316,144,220279,53690
2005,Watches,515,380,456675,82772
2006,Watches,272,125,159077,26556
2007,Watches,352,180,397502,60062
2008,Watches,152,108,296507,68311
2009,Watches,265,92,285747,56473
2010,Watches,223,183,406631,92862
2011,Watches,144,63,257065,44805
2012,Watches,322,114,265741,70541
2013,Watches,216,115,308997,79099
2014,Watches,282,182,563817,147921
2015,Watches,316,123,196900,43097
2016,Watches,776,354,343302,104599
2017,Watches,149,52,522080,108806
2018,Watches,667,415,306604,87964
2019,Watches,545,856,507695,108664
2020,Watches,271,100,628413,138914
2021,Watches,1125,614,659987,151856
2022,Watches,176,71,143142,31968
2023,Watches,260,148,255933,67991
2024,Watches,150,103,124697,28854
2025,Watches,697,490,462889,92490
2026,Watches,348,277,229768,54005
2027,Watches,335,113,163748,31697
2028,Watches,272,170,158433,37254
2029,Watches,321,240,407294,74711
2030,Watches,476,254,226365,48679
2031,Watches,244,111,354994,81954
2032,Watches,123,95,239336,60039
2033,Watches,296,95,223853,48345
2034,Watches,183,92,119023,28612
2035,Watches,175,76,167274,34279
2036,Watches,598,385,629622,123764
2037,Watches,330,119,149463,48794
2038,Watches,365,99,241775,45973
2039,Watches,295,150,114687,28844
2040,Watches,443,301,295394,61538
2041,Watches,406,147,802635,189152
2042,Watches,355,188,378403,91931
2043,Watches,360,271,292108,55544
2044,Watches,227,108,299304,64218
2045,Watches,192,63,175827,40347
2046,Watches,274,170,419828,71636
2047,Watches,197,144,96924,14956
2048,Watches,510,481,613138,127519
2049,Watches,289,163,243453,45242
2050,Watches,151,151,174613,33386
2051,Watches,361,130,259476,54468
2052,Watches,267,119,154758,28288
2053,Watches,190,87,137640,23612
2054,Watches,244,127,280070,69005
2055,Watches,617,159,698991,164160
2056,Watches,446,178,270539,81874
2057,Watches,621,144,388635,64953
2058,Watches,149,92,230001,65244
2059,Watches,138,78,105877,33932
2060,Watches,285,151,278416,81078
2061,Watches,357,125,240445,56116
2062,Watches,790,390,259733,43133
2063,Watches,467,272,274311,62904
2064,Watches,369,295,457215,108726
2065,Watches,748,209,258539,44455
2066,Watches,550,232,351928,80074
2067,Watches,317,173,200144,58599
2068,Watches,185,92,288145,59555
2069,Watches,793,387,496760,93706
2070,Watches,283,121,484547,107658
2071,Watches,264,79,344013,78658
2072,Watches,203,82,234977,55350
2073,Watches,360,134,225090,42098
2074,Watches,232,80,578446,106594
2075,Watches,258,115,281036,58094
2076,Watches,772,465,183909,40593
2077,Watches,271,159,315812,71842
2078,Watches,609,472,281412,69747
2079,Watches,147,135,328040,64257
2080,Watches,203,125,338815,66084
2081,Watches,92,52,349274,87623
2082,Watches,318,143,635236,171999
2083,Watches,411,226,456298,120600
2084,Watches,218,112,157331,43157
2085,Watches,354,107,323439,78981
2086,Watches,100,119,189601,38343
2087,Watches,320,169,199619,36035
2088,Watches,182,145,163381,47343
2089,Watches,331,195,244830,56271
2090,Watches,468,104,660950,135231
2091,Watches,837,427,140005,35283
2092,Watches,361,195,364157,82056
2093,Watches,399,189,243338,51131
2094,Watches,342,329,287593,61687
2095,Watches,590,248,567304,127634
2096,Watches,235,104,273602,73052
2097,Watches,272,96,229265,56526
2098,Watches,753,192,329597,76103
2099,Watches,383,82,722874,159178
2100,Watches,307,131,394350,115842
2101,Watches,646,309,464803,88516
2102,Watches,227,110,216034,39886
2103,Watches,197,169,348782,64164
2104,Watches,199,81,237391,60644
2105,Watches,244,72,308856,74318
2106,Watches,343,334,288221,69351
2107,Watches,128,41,540768,132409
2108,Watches,571,242,450287,128227
2109,Watches,390,135,536586,115235
2110,Watches,170,50,104808,24570
2111,Watches,276,208,207453,53707
2112,Watches,95,74,109824,24244
2113,Watches,155,167,199966,44282
2114,Watches,419,172,295704,55544
2115,Watches,538,286,144469,31780
2116,Watches,143,75,320063,67031
2117,Watches,421,312,184039,44918
2118,Watches,473,162,130997,21962
2119,Watches,264,92,293432,61230
2120,Watches,467,102,175837,31527
2121,Watches,232,102,217999,45943
2122,Watches,671,478,199809,38160
2123,Watches,194,99,246533,64308
2124,Watches,138,110,363436,80116
2125,Watches,187,103,122875,24341
2126,Watches,522,181,219924,32574
2127,Watches,231,157,222171,44876
2128,Watches,634,288,243015,59119
2129,Watches,539,159,309187,85457
2130,Watches,219,74,313451,63023
2131,Watches,400,189,297560,73368
2132,Cosmetics,951,472,51553,12451
2133,Cosmetics,813,239,68941,20984
2134,Cosmetics,280,187,42194,16331
2135,Cosmetics,880,337,69750,13560
2136,Cosmetics,695,539,36166,16814
2137,Cosmetics,191,112,50090,10001
2138,Cosmetics,1140,388,22427,4307
2139,Cosmetics,732,270,44274,10319
2140,Cosmetics,1647,591,74794,17821
2141,Cosmetics,373,148,18599,4005
2142,Cosmetics,1233,406,17682,4515
2143,Cosmetics,1617,333,31852,10153
2144,Cosmetics,1247,865,51374,11076
2145,Cosmetics,1057,221,38760,9307
2146,Cosmetics,1770,341,33042,7311
2147,Cosmetics,1093,207,34253,8850
2148,Cosmetics,336,151,56884,14984
2149,Cosmetics,3766,811,74783,20623
2150,Cosmetics,758,338,95319,24436
2151,Cosmetics,551,244,67621,20192
2152,Cosmetics,938,269,19054,4602
2153,Cosmetics,583,212,32430,9484
2154,Cosmetics,1658,571,13704,4849
2155,Cosmetics,829,460,20276,5608
2156,Cosmetics,1265,523,21111,8135
2157,Cosmetics,1474,676,73068,21314
2158,Cosmetics,1571,954,81395,20518
2159,Cosmetics,750,223,132728,35340
2160,Cosmetics,2038,806,89802,23174
2161,Cosmetics,373,203,48882,12318
2162,Cosmetics,655,473,23447,5825
2163,Cosmetics,1326,448,28857,9132
2164,Cosmetics,2803,891,98464,28520
2165,Cosmetics,1228,397,48741,15829
2166,Cosmetics,650,560,57544,17756
2167,Cosmetics,791,414,61059,20185
2168,Cosmetics,1009,530,31266,7610
2169,Cosmetics,243,127,23926,5236
2170,Cosmetics,4540,2543,67441,13100
2171,Cosmetics,1356,273,33100,10045
2172,Cosmetics,318,189,26889,7183
2173,Cosmetics,848,431,162483,42844
2174,Cosmetics,834,485,39321,7430
2175,Cosmetics,700,233,19090,3447
2176,Cosmetics,1082,118,51388,18070
2177,Cosmetics,701,226,27700,8413
2178,Cosmetics,317,168,20607,6324
2179,Cosmetics,1257,567,35129,10876
2180,Cosmetics,861,199,25713,5152
2181,Cosmetics,1765,751,37453,10764
2182,Cosmetics,3311,912,43048,9997
2183,Cosmetics,1104,733,72182,18448
2184,Cosmetics,1222,343,52162,9229
2185,Cosmetics,1669,451,34327,5822
2186,Cosmetics,432,347,30587,8500
2187,Cosmetics,2114,495,76959,18317
2188,Cosmetics,1186,375,58841,15212
2189,Cosmetics,1405,314,75557,21027
2190,Cosmetics,512,155,49377,17432
2191,Cosmetics,598,211,49287,13163
2192,Cosmetics,2778,1287,23664,5806
2193,Cosmetics,843,506,81686,21292
2194,Cosmetics,884,404,34191,8827
2195,Cosmetics,218,105,20236,4159
2196,Cosmetics,499,272,43062,12301
2197,Cosmetics,2167,997,42502,10644
2198,Cosmetics,2210,1021,60293,14585
2199,Cosmetics,934,575,48606,15816
2200,Cosmetics,912,373,27926,6409
2201,Cosmetics,1490,498,18033,4203
2202,Cosmetics,750,290,71959,15941
2203,Cosmetics,527,231,65719,13936
2204,Cosmetics,1078,423,71314,21400
2205,Cosmetics,843,379,28983,10518
2206,Cosmetics,493,182,85179,26736
2207,Cosmetics,996,636,33730,8502
2208,Cosmetics,1527,424,33625,8348
2209,Cosmetics,999,273,48078,11095
2210,Cosmetics,536,217,117348,33736
2211,Cosmetics,705,258,41300,9932
2212,Cosmetics,538,144,24460,6346
2213,Cosmetics,2182,539,94991,19116
2214,Cosmetics,689,506,39868,11635
2215,Cosmetics,2297,302,35452,10282
2216,Cosmetics,288,76,45659,10482
2217,Cosmetics,420,175,37394,9057
2218,Cosmetics,1115,385,61774,14162
2219,Cosmetics,759,234,25907,6793
2220,Cosmetics,1270,233,27500,7573
2221,Cosmetics,564,243,20332,4034
2222,Cosmetics,1046,320,107009,26601
2223,Cosmetics,1877,505,93104,23171
2224,Cosmetics,863,228,61243,17704
2225,Cosmetics,1918,1463,34547,11846
2226,Cosmetics,713,269,29921,7457
2227,Cosmetics,1165,594,72887,17920
2228,Cosmetics,1257,411,44154,11494
2229,Cosmetics,693,282,41996,12159
2230,Cosmetics,620,269,169021,45056
2231,Cosmetics,585,273,57100,10880
2232,Cosmetics,511,546,60911,14204
2233,Cosmetics,2194,518,54388,17127
2234,Cosmetics,761,295,36077,10482
2235,Cosmetics,1317,510,27950,7899
2236,Cosmetics,763,635,47456,15586
2237,Cosmetics,2378,490,87301,26395
2238,Cosmetics,1107,267,43116,10973
2239,Cosmetics,1341,435,33786,10341
2240,Cosmetics,1106,420,43063,9944
2241,Cosmetics,918,308,45449,17383
2242,Cosmetics,1390,474,146498,47627
2243,Cosmetics,2658,702,47816,14203
2244,Cosmetics,99,51,28156,9032
2245,Cosmetics,689,206,65720,19793
2246,Cosmetics,765,703,40847,10406
2247,Cosmetics,364,189,45747,14670
2248,Cosmetics,1055,430,101844,18330
2249,Cosmetics,809,231,70577,16127
2250,Cosmetics,266,138,42606,7540
2251,Cosmetics,1064,470,41655,8264
